C1-S1-D1,C1-S1-D2,C1-S2-D1,C1-S2-D2,C2-S1-D1,C2-S1-D2,C2-S2-D1,C2-S2-D2
3988,370,76,5031,102,4055,1206,141
3962,376,77,5018,105,4061,1204,141
4057,369,77,5055,105,4065,1199,143
4044,374,77,5028,104,4019,1221,141
4000,372,77,5068,105,4100,1202,139
3998,368,76,5029,107,4083,1217,136
3979,374,77,5006,108,4041,1204,142
3990,375,77,4985,106,4086,1222,142
4017,370,76,5024,106,4079,1224,136
3975,371,77,5022,106,4063,1198,142
3967,371,75,5041,106,4105,1198,140
4000,371,77,5039,108,4017,1207,139
4049,372,77,5083,104,4001,1196,141
4034,372,76,5045,105,4089,1234,140
4055,372,77,5017,104,4083,1217,141
4000,369,76,5033,106,4107,1223,142
4006,371,77,5052,106,4057,1189,139
4030,370,77,4959,105,3789,1203,143
4056,370,76,5049,103,4090,1215,139
3990,372,77,5038,109,4087,1190,140
4051,373,78,5048,106,4036,1204,143
3962,367,77,5056,107,4071,1187,140
4038,372,76,5068,105,4113,1190,141
4049,368,76,5040,107,4120,1201,141
3982,368,76,5016,105,4078,1195,139
4043,370,76,5041,107,4079,1213,141
4043,375,76,5057,104,4100,1205,143
4070,371,77,5033,102,4043,1202,140
4051,372,77,5048,106,4050,1211,142
4024,373,76,5012,104,4125,1211,142
4035,370,77,5017,106,4052,1200,141
4020,368,76,5040,109,4048,1208,139
4035,376,77,5053,107,4027,1215,140
3971,372,76,5064,105,4064,1215,143
4032,373,77,5044,106,4079,1204,142
4023,374,76,5060,105,4048,1216,141
4012,373,76,5052,107,4116,1209,144
4066,372,76,5027,107,4071,1214,141
4019,369,77,5004,104,4047,1197,139
4012,371,76,5053,105,4081,1221,142
4023,372,76,5053,105,4102,1186,137
4039,374,76,5003,105,4126,1216,139
4043,370,76,5025,106,4020,1199,139
4052,375,76,5033,106,4026,1193,141
4043,369,76,5028,106,4053,1203,138
3982,369,76,4989,105,4018,1191,141
4023,374,77,5015,103,4011,1205,138
4006,373,76,5024,109,4127,1213,143
4005,371,77,5019,106,4066,1199,141
3978,371,77,4999,106,4080,1190,143
4116,375,76,5025,105,4083,1225,142
4038,368,76,4996,106,4062,1220,140
4050,369,76,5049,105,4050,1212,142
4048,372,77,4992,105,4042,1231,143
4047,373,77,5045,107,4043,1198,139
4035,370,77,5055,105,4055,1236,141
4063,371,77,4990,104,4116,1188,139
3981,370,76,5020,107,3736,1213,140
3453,377,77,5019,105,4100,1220,140
4065,375,77,5053,104,4103,1208,139
4006,374,77,5013,106,4081,1202,140
4043,368,77,5071,107,4040,1214,140
4031,377,77,5027,108,4072,1213,140
4027,372,76,4991,105,4105,1196,138
4058,376,76,4997,109,4107,1198,140
4067,375,77,5039,106,4044,1252,139
4037,370,77,5036,104,4126,1208,140
3962,375,76,5058,106,4051,1214,138
4057,373,77,4997,107,4061,1213,140
4060,369,77,5020,105,4091,1243,140
4041,374,77,5050,107,4090,1189,144
4038,375,77,5022,106,4018,1211,141
4028,377,76,5045,105,4077,1205,142
4057,375,77,5029,104,4077,1223,143
4002,376,77,5041,107,4019,1217,141
3960,368,76,5070,107,4127,1205,143
4026,374,76,5068,104,4102,1190,143
4006,374,76,5022,107,4115,1227,141
4006,368,77,5015,107,4089,1197,142
4037,375,77,5038,107,4045,1206,142
3998,372,77,5058,104,4060,1194,142
4006,370,76,5065,107,4035,1224,141
4051,369,77,5023,105,4131,1197,143
3998,370,77,4994,106,4034,1207,143
3967,376,77,4992,105,4042,1214,140
3973,370,76,5020,106,4096,1236,144
3977,372,76,5050,103,4096,1219,139
4037,370,77,5049,105,4077,1198,138
4039,375,76,5056,105,4070,1202,140
4052,369,77,5039,107,4114,1241,139
3973,369,77,5021,103,4112,1217,144
4053,370,76,5039,107,4056,1193,139
3995,373,77,5064,107,4071,1211,138
3997,371,77,5017,106,4068,1218,140
4001,369,77,5023,110,4081,1214,142
4038,375,77,5027,105,4088,1220,137
4046,374,77,5058,103,4078,1186,141
4049,368,77,5000,107,4108,1210,140
3975,369,77,5026,106,4114,1222,143
4005,371,76,5017,108,4019,1224,139
4048,373,76,5046,105,4024,1223,140
4053,377,76,4989,105,4071,1214,143
3953,368,76,5047,105,4089,1200,143
4046,375,77,4983,106,4123,1224,144
4044,370,76,5000,108,4104,1220,142
4003,371,76,4995,105,4053,1200,138
4014,373,76,5031,109,4091,1200,140
4017,373,77,5057,103,4051,1202,138
4030,369,77,5037,107,4046,1223,140
3955,374,77,5020,105,4066,1197,143
3949,368,76,5011,108,4077,1199,141
4052,370,77,5004,106,4061,1211,142
4057,370,76,5058,106,4069,1211,140
3993,370,76,5020,107,4051,1212,143
4057,374,77,5060,105,4021,1221,141
4007,373,77,4992,106,4098,1215,142
3984,370,76,5002,105,4080,1193,138
4013,372,76,5002,108,4065,1216,140
4033,372,77,5056,108,4132,1216,142
3987,372,77,5041,107,4053,1204,138
4013,370,76,4999,105,4051,1189,138
3970,372,76,5023,107,4039,1207,139
4016,376,77,4986,105,4048,1187,139
3980,368,75,5066,106,4013,1210,142
3976,375,77,4991,102,4107,1192,141
4045,375,77,5033,108,4034,1217,142
4033,374,77,5014,104,4098,1201,136
4032,373,77,5045,105,4043,1185,140
4031,369,76,5024,104,4074,1204,140
3992,373,77,5020,104,4015,1205,139
3985,372,77,5018,106,4070,1212,141
4028,375,77,5024,104,4120,1207,141
3964,371,76,4993,107,4105,1205,141
4023,374,76,5045,107,4082,1218,139
4013,370,76,5028,105,4055,1189,139
4068,375,77,4990,106,4056,1205,141
3954,375,77,4994,106,4047,1217,139
3966,370,76,5035,105,4073,1213,142
3996,374,76,5035,104,4074,1187,142
3995,374,76,5058,105,4068,1219,138
3983,374,76,4999,104,4111,1216,140
3967,372,76,5033,106,4068,1204,144
3964,373,77,5026,106,4129,1213,137
3981,372,77,5045,105,4098,1223,142
3979,370,77,4991,106,4047,1192,138
4013,375,76,5049,106,4051,1198,139
3996,374,76,5030,107,4038,1176,141
3970,373,76,4999,105,4101,1211,141
4050,372,77,4999,105,4051,1227,143
4017,372,77,5052,106,4110,1198,139
4036,376,76,5035,106,4068,1200,140
4020,371,77,5072,106,4123,1207,143
3962,374,76,5026,106,4049,1188,141
3988,372,77,5045,107,4019,1196,140
3994,373,77,5049,105,4047,1198,139
4001,374,76,5033,108,4091,1199,139
4044,372,76,5027,108,4054,1202,138
4062,372,77,5041,105,4104,1197,143
3989,375,77,5026,106,4073,1197,139
3994,368,77,5050,104,4101,1199,141
4052,372,77,4995,105,4103,1193,141
4042,377,77,5052,109,4113,1205,140
4037,376,77,5021,107,4077,1182,140
4033,368,76,5036,107,4125,1198,140
4059,372,76,5002,105,4045,1193,143
4029,370,76,5044,106,4054,1192,139
4059,372,77,5024,106,4072,1188,141
4051,371,76,5047,106,4019,1224,138
4027,373,76,5018,102,4114,1198,141
4014,374,76,4996,107,4059,1207,143
4050,376,77,5050,105,4051,1188,140
3972,373,76,5028,104,4067,1197,141
4044,368,77,5023,106,4118,1180,141
3962,369,76,5019,104,4049,1208,141
4053,367,77,5012,109,4109,1208,139
4014,370,76,5052,105,4103,1184,140
4027,377,77,5060,103,4081,1189,146
4038,376,77,5027,106,4073,1203,141
4029,379,76,5039,106,4066,1179,141
3972,370,76,5071,110,4044,1207,143
3985,372,77,5055,107,4116,1203,139
3994,372,77,5037,105,4093,1176,141
4047,378,77,5011,105,4063,1214,142
4010,373,75,5057,104,4124,1188,139
4045,373,76,5012,105,4097,1186,141
3978,372,76,5042,104,4052,1206,141
3992,375,76,5069,108,4086,1237,139
4049,374,76,5003,104,4080,1214,140
3991,369,77,5041,104,4087,1186,139
3964,369,77,5037,106,4096,1192,141
3985,374,76,5046,104,4073,1225,141
4073,370,77,5019,106,4044,1210,142
4060,377,76,5046,105,4090,1210,139
4028,372,76,5006,107,4092,1174,140
4033,373,77,4992,106,4046,1209,141
4034,375,76,5019,108,4030,1211,139
4042,371,77,5054,107,4104,1201,143
4002,370,76,5017,106,4085,1218,142
4063,374,77,5019,107,4105,1221,143
3980,373,76,5044,107,4042,1212,141
4035,373,77,5058,105,4022,1203,140
4039,374,77,5016,105,4038,1187,141
3987,373,77,5029,105,4089,1225,142
4032,371,77,4992,106,4107,1181,137
4002,369,76,5061,105,4106,1199,140
3977,371,77,5003,104,4044,1187,140
4007,368,76,5023,107,4103,1222,141
4086,370,77,5031,108,4073,1211,141
4021,372,77,5032,105,4048,1209,139
3997,372,76,5057,105,4063,1208,139
3997,369,76,5066,103,4051,1200,140
4051,372,76,5041,104,4124,1190,139
4055,369,77,5059,105,4110,1191,144
4027,374,77,5023,105,4111,1213,138
3990,371,76,5066,105,4062,1206,143
4024,370,76,5029,106,4094,1192,142
3992,371,75,5034,104,4056,1203,142
3990,372,77,5005,106,4062,1203,140
4024,372,77,5012,104,4062,1196,142
4025,367,77,5029,104,4031,1189,137
4009,370,77,5026,104,4098,1188,142
4043,377,77,5017,105,4100,1207,143
3988,370,77,5045,108,4019,1174,139
3955,373,77,5032,106,4091,1190,141
4038,371,76,5040,104,4096,1195,139
4014,368,77,4990,105,4086,1201,143
4040,370,77,5060,108,4111,1207,140
3987,376,76,5036,103,4074,1202,143
3990,373,76,5047,105,4061,1200,141
3965,375,77,5021,106,4113,1196,138
3977,376,77,4993,107,4053,1185,141
4062,372,77,5038,108,4130,1181,141
3977,376,77,5014,106,4033,1189,140
3978,376,76,5037,106,4101,1193,141
4047,373,77,4989,105,4058,1178,142
4000,374,76,5039,108,4060,1192,136
4043,371,76,5057,106,4104,1201,138
3986,370,77,5030,105,4075,1191,140
4003,370,76,4998,108,4072,1196,142
4003,372,76,5000,105,4065,1176,140
3979,377,76,5057,107,4022,1184,142
4030,378,76,5032,104,4083,1207,141
3998,374,76,5058,107,4099,1184,140
3973,372,76,5067,106,4072,1213,143
4044,375,77,5032,108,4062,1199,141
3985,375,77,5000,104,4089,1185,142
4040,374,77,5035,104,4095,1204,140
3998,375,75,5018,106,4066,1240,143
3943,376,76,5059,107,4124,1196,140
3998,372,76,5051,106,4114,1183,138
4040,372,76,5052,105,4053,1197,141
3953,376,77,5058,106,4056,1205,142
4023,372,77,5009,105,4022,1209,140
3979,372,77,5016,106,4037,1200,142
3956,372,76,5057,107,4094,1194,140
3991,371,76,5053,107,4053,1222,146
4050,373,76,5020,105,4070,1189,138
4001,370,77,5033,106,4116,1199,140
4001,373,77,5055,105,4098,1203,139
3994,372,77,4988,108,4054,1195,140
4034,375,75,5016,107,4030,1180,140
3956,370,77,5020,108,4107,1203,141
4016,372,77,5050,108,4098,1208,140
4057,368,76,5004,106,4099,1191,143
4036,374,77,5007,105,4127,1202,141
3985,374,76,5026,107,4097,1173,138
3999,374,77,5043,105,4059,1207,139
3958,370,76,5059,104,4022,1208,137
4053,372,76,5053,103,4105,1179,143
4032,370,76,5036,106,4131,1201,138
3958,374,76,5050,104,4080,1182,143
4037,373,77,5065,105,4106,1196,142
4045,374,76,5026,106,4032,1180,143
3980,377,76,5067,104,4099,1186,141
4089,378,77,5056,107,4141,1191,141
4008,370,77,5028,105,4103,1178,139
4043,372,76,5035,104,4056,1190,142
4042,371,76,5054,106,4105,1183,140
4046,374,76,5052,108,4020,1203,142
3975,377,76,5023,106,4085,1207,143
4035,376,77,5028,107,4135,1186,143
4048,372,75,5047,109,4022,1193,141
4041,372,77,5012,104,4093,1183,141
3961,374,76,5023,107,4033,1182,140
3985,378,76,5047,108,3842,1167,138
3994,372,76,5025,106,4027,1203,143
4003,368,76,5028,104,4065,1196,143
4045,373,77,5061,106,4063,1180,141
4061,374,76,5060,107,4053,1163,140
4052,373,77,5006,107,4065,1183,142
4037,376,76,5003,106,4061,1172,145
4034,377,76,5036,104,4081,1184,139
3986,375,77,5023,109,4101,1159,139
4001,374,75,5010,106,4029,1181,144
3988,372,77,5035,105,4119,1199,143
4030,373,76,5013,109,4047,1209,142
4027,375,76,5020,105,4066,1186,139
4043,377,77,5065,108,4090,1186,141
3957,371,76,5075,107,4075,1192,140
4033,376,77,5008,107,4062,1183,139
4036,374,77,5040,105,4064,1198,142
4046,374,76,4998,105,4094,1178,138
3976,375,76,5025,105,4121,1203,142
4049,374,77,5016,106,4133,1183,141
3980,374,77,5001,103,4104,1183,141
4047,372,77,5072,105,4080,1198,141
3989,372,77,5017,106,4028,1200,142
4065,375,77,5028,105,4058,1193,139
4063,374,76,5033,106,4034,1204,140
4026,372,77,5015,105,4025,1188,137
4057,371,76,4995,105,4030,1201,145
3966,369,76,5037,108,4116,1196,142
4060,375,77,5021,108,4074,1190,139
4006,368,75,5020,106,4058,1191,139
4002,372,77,5055,106,4089,1184,139
4043,374,77,5028,107,4063,1202,142
3994,376,77,5040,106,4091,1194,142
4031,371,75,5030,105,4024,1201,140
3959,375,76,5022,106,4135,1197,139
3987,374,76,5009,105,4111,1190,141
4036,372,77,5028,106,4102,1194,140
4021,375,76,5018,104,4115,1202,142
4038,374,77,5068,107,4084,1178,144
4041,371,76,5017,107,4074,1204,142
3989,370,75,4991,104,4100,1203,143
3973,371,76,5058,107,4131,1202,139
4015,373,76,5063,106,4113,1188,142
3994,377,75,5048,106,4026,1194,141
4054,374,76,5025,105,4047,1178,141
3991,370,76,5028,105,4087,1193,140
3877,374,76,5004,103,4115,1174,142
4065,377,76,5047,106,4130,1201,141
4026,372,77,5069,104,4136,1218,139
3983,368,76,5027,107,4071,1211,139
4023,369,77,5026,108,4111,1173,142
4020,372,77,5015,105,4118,1203,138
4005,376,76,5065,108,4102,1216,141
4066,371,75,5023,107,4105,1191,141
4077,374,76,5017,105,4134,1182,141
3988,373,77,5066,106,4119,1185,139
4046,373,76,5063,107,4116,1221,139
3989,375,75,5038,106,4069,1180,138
4068,377,76,5026,109,4039,1201,136
4059,374,77,5024,106,4104,1188,139
4028,371,77,4995,109,4025,1204,143
4028,375,76,5045,106,4084,1199,141
3959,370,75,5049,107,4021,1179,138
3988,372,77,4991,106,4100,1194,140
3975,370,77,5044,107,4058,1231,140
3963,374,76,5056,107,4126,1181,140
3975,373,76,5020,103,4112,1204,141
4046,374,77,5037,107,4112,1176,139
4065,378,76,5022,106,4098,1174,137
4018,375,75,5028,105,4078,1204,140
4037,374,77,5007,107,4133,1195,142
3987,374,77,5056,104,4090,1178,142
3990,368,77,5072,105,4079,1206,139
4006,372,76,5019,107,4097,1173,141
3994,371,76,5067,104,4105,1213,140
3984,375,76,5014,105,4091,1181,140
4063,370,76,5042,106,4062,1262,142
3959,376,76,5067,103,4130,1196,140
4046,376,76,5026,105,4078,1183,140
4004,375,77,5035,105,4039,1186,138
3989,376,77,5067,105,4093,1186,142
4042,372,76,5030,105,4035,1186,143
4001,378,75,5056,107,4065,1193,140
4048,378,76,5026,105,4076,1196,141
3987,370,75,5040,107,4105,1189,140
4040,372,77,5030,107,4027,1198,139
4017,370,77,5003,106,4070,1184,143
3963,373,76,5041,107,4038,1190,140
4004,372,76,5054,105,4063,1202,137
4026,374,76,5020,105,4067,1189,140
4002,373,76,5053,107,4122,1196,140
4045,375,77,5006,106,4119,1203,142
3976,378,76,5043,105,4133,1191,140
4029,375,77,4995,105,4127,1187,144
4047,377,75,5035,109,4036,1207,139
3984,376,77,5072,106,4050,1203,141
4042,376,77,5051,106,4064,1198,142
4024,372,77,5021,107,4034,1172,141
4005,372,77,5066,108,4094,1203,141
4037,372,76,5022,106,4074,1189,141
4049,371,75,5066,107,4058,1204,143
4028,376,76,5039,106,4024,1185,141
4059,378,76,5030,107,4084,1188,138
4013,370,77,5040,105,4130,1193,142
4038,371,77,5053,107,4054,1192,141
4050,375,76,5074,108,4080,1185,139
4014,377,76,5066,104,4106,1180,143
3954,375,77,5014,108,4065,1191,140
3997,374,76,4995,103,4029,1200,141
3998,372,77,5055,106,4074,1170,138
3971,375,77,5049,104,4077,1188,142
3994,377,76,5062,104,4065,1192,142
4006,375,76,5023,107,4110,1179,143
4040,373,76,5049,105,4132,1188,142
4015,373,76,5029,106,4103,1176,142
4037,377,76,5053,107,4026,1173,141
3953,376,76,5066,104,4075,1190,140
4038,372,76,5034,105,4065,1180,143
3974,373,77,4995,106,4134,1183,142
3966,377,76,5035,108,4105,1201,139
4039,375,77,5061,104,4066,1203,143
4043,374,76,5079,107,4054,1184,140
4014,374,76,5021,107,4119,1170,142
4031,373,77,5044,107,4030,1185,143
4060,372,77,5073,108,4110,1184,142
3951,375,76,5039,108,4077,1165,142
3986,374,77,4994,106,4101,1189,140
4018,376,77,5003,107,4107,1173,140
4033,371,77,4994,106,4072,1175,144
4054,372,77,5036,106,4083,1183,143
4048,371,76,5035,106,4101,1168,145
4039,375,76,5049,105,4095,1178,143
3979,380,76,4999,106,4099,1196,145
3984,370,75,5066,103,4116,1173,142
4029,379,77,5020,105,4051,1195,143
4013,376,76,5002,107,4102,1200,142
4031,377,75,4998,105,3905,1178,139
3996,375,77,5024,106,4120,1203,144
3996,368,76,5012,107,4059,1188,138
3988,375,77,5005,107,4085,1166,142
4041,377,77,4991,105,4103,1166,142
3987,372,75,4994,105,4082,1203,143
4052,375,75,5008,105,4048,1183,140
4011,375,76,5066,105,4083,1166,142
3979,374,77,5043,105,4061,1167,140
4019,370,76,5035,107,4106,1191,143
4024,371,77,5053,106,4061,1164,143
3980,377,76,5053,104,4037,1172,139
3963,376,76,5042,106,4104,1182,142
4035,371,77,5074,105,4070,1172,141
4092,373,76,4996,104,4102,1190,141
4036,376,77,5056,106,4107,1181,143
3988,374,77,5059,108,4059,1161,143
3993,372,76,5046,107,4135,1173,138
4025,375,77,5028,107,4050,1185,143
3990,373,76,5040,107,4063,1167,145
4011,373,77,5025,105,4096,1175,142
3999,372,77,5044,107,4058,1183,143
3955,373,77,5022,108,4088,1178,140
3969,377,77,5034,105,4060,1183,143
4029,373,75,5035,105,4115,1168,142
4046,380,77,4997,107,4060,1167,143
4065,369,76,5022,108,4101,1154,144
4048,371,76,5030,106,4069,1157,141
4039,370,77,5029,105,4018,1188,141
4023,374,77,5046,103,4065,1188,142
4039,376,76,5054,104,4100,1175,140
3982,371,77,5007,107,4058,1192,142
4037,377,76,4992,104,4059,1173,144
4017,376,77,5072,107,4092,1192,142
3997,373,76,5049,106,4094,1188,141
4031,372,77,5037,108,4121,1175,139
4034,377,77,5046,107,4069,1194,140
3984,373,77,5067,108,4061,1176,141
4043,380,76,5038,106,4107,1205,144
4034,376,75,5032,106,4032,1193,138
4042,379,76,5023,106,4067,1173,140
3989,373,76,5053,105,4089,1179,141
4051,379,77,5000,106,4147,1188,143
3966,374,76,5054,107,4074,1186,141
4032,381,77,5043,106,4108,1162,144
4003,377,77,5042,107,4078,1158,143
3653,373,77,5005,106,4066,1166,141
4052,378,76,5012,107,4032,1188,143
3995,375,76,5042,108,4109,1184,141
4018,373,77,5053,107,4097,1187,143
4048,379,77,5035,105,4137,1180,140
4032,374,77,5026,104,4117,1172,139
3999,372,77,5075,104,4026,1170,141
3983,374,77,5071,106,4115,1187,138
4021,377,76,5064,108,4090,1190,141
4009,369,77,5008,109,4076,1165,141
4036,378,77,5034,106,4032,1179,141
4042,374,77,5067,109,4086,1177,143
3983,373,77,5052,107,4095,1187,142
3998,381,76,5058,106,4041,1159,141
4024,380,77,5016,107,4138,1170,142
4048,372,76,5056,104,4080,1170,143
4064,380,76,5037,106,4102,1186,142
3981,373,76,5044,105,4107,1168,141
4024,376,76,5034,107,4101,1184,144
4028,374,76,5064,105,4123,1169,139
4065,374,76,5005,104,4069,1191,142
4045,376,77,5019,107,4121,1162,142
3994,374,76,5067,107,4131,1190,141
3996,375,77,5036,105,4126,1190,141
4008,379,76,4997,108,4117,1176,142
4015,375,77,5037,105,4097,1166,143
4015,373,76,5041,105,4134,1183,145
4003,372,77,5024,106,4113,1164,140
4007,378,77,5002,106,4030,1161,142
4022,375,77,5035,107,4104,1161,141
3953,375,77,5047,104,4120,1166,141
4050,374,76,5071,110,4108,1184,143
4016,370,75,5048,107,4061,1192,143
4043,373,77,5052,107,4075,1158,139
4011,374,76,5016,104,4122,1162,143
3994,375,77,5051,107,4031,1168,144
4009,374,75,5062,107,4086,1188,138
3992,374,76,5032,104,4114,1186,142
4060,371,77,5015,106,4113,1187,142
4022,379,75,5048,106,4121,1191,139
4065,374,77,5034,105,4100,1181,144
3982,376,77,5028,105,4059,1184,141
4032,373,77,4995,107,4109,1168,146
3977,378,76,5052,107,4150,1179,145
4032,375,76,5032,106,4089,1195,144
3965,376,76,5051,107,4072,1160,143
4023,376,76,5057,106,4091,1196,140
4040,374,77,5056,107,4061,1174,142
4011,376,76,5020,107,4108,1176,143
4028,378,77,5024,106,4147,1182,139
4000,378,76,5061,105,4060,1194,139
4064,378,77,5001,107,4148,1178,144
3980,374,77,5051,108,4125,1172,139
4035,377,76,5054,106,4111,1192,141
4060,377,77,4993,104,4097,1189,141
3999,378,77,5013,108,4115,1186,143
3988,377,76,5032,105,4112,1183,140
4059,373,77,5051,105,4088,1204,144
4075,382,76,5035,104,4045,1193,140
4014,370,76,5001,106,4063,1161,139
4018,376,76,5057,107,4101,1169,144
4060,379,76,5051,105,4112,1180,141
4049,377,77,5013,108,4073,1187,142
4005,379,77,5024,106,4091,1181,136
4047,378,76,5003,105,4102,1165,142
3964,372,76,5016,106,4099,1168,141
4045,373,77,4994,107,4106,1164,141
4043,377,77,5038,108,4067,1171,139
4009,374,77,5072,107,4094,1178,142
3985,382,77,5042,107,4030,1172,144
3985,374,76,5022,106,4076,1163,140
3996,372,76,5028,107,4097,1181,140
4009,371,76,5045,105,4082,1170,140
4020,376,77,5071,106,4097,1181,140
4062,374,77,5051,107,4079,1189,143
4025,377,77,4998,104,4124,1191,138
4026,371,76,5069,104,4071,1183,140
4058,373,77,5034,107,4055,1176,142
3985,377,77,4996,107,4138,1178,140
4024,377,76,5043,107,4068,1200,141
4047,378,77,5020,106,4034,1187,140
3956,377,75,5027,109,4091,1161,144
4001,376,76,5043,109,4049,1183,141
3967,375,75,5061,105,4085,1189,139
4053,377,75,5014,106,4101,1191,141
4010,371,76,5024,105,4076,1161,143
3991,374,77,4992,105,4100,1184,145
4049,380,75,5011,106,4098,1184,140
4028,376,76,5029,106,4073,1179,138
3995,371,75,5039,103,4039,1180,140
4048,378,77,5001,105,4058,1168,140
4012,377,76,5060,107,4106,1167,140
4047,374,76,5057,108,4110,1185,142
4057,380,76,5026,104,4105,1182,142
4026,374,76,5062,106,4064,1170,140
3958,374,77,5056,106,4064,1192,139
3993,378,75,5049,107,4143,1171,143
3989,371,76,5048,105,4123,1170,143
4019,375,77,5026,108,4074,1145,142
3980,374,76,4998,105,4091,1204,143
4015,378,77,5038,107,4073,1161,142
3963,377,77,4993,107,4096,1182,142
4013,377,76,5042,107,4090,1160,142
4042,375,76,5065,107,4111,1188,141
4044,376,77,4996,109,4086,1180,141
3965,377,77,5037,108,4096,1183,140
4000,376,76,5043,107,4095,1168,139
3994,378,75,5051,104,4060,1172,140
4007,372,77,4997,106,4146,1192,141
4057,376,76,5074,107,4097,1190,140
3965,373,77,5039,104,4096,1174,141
4046,374,75,5025,105,4081,1166,143
3982,377,77,4993,107,4067,1169,140
3983,374,77,4990,104,4119,1197,141
3983,371,77,5029,108,4088,1189,140
4037,371,76,5022,107,4093,1187,141
3965,376,77,5028,106,4136,1191,140
4030,374,75,5030,106,4050,1176,141
4019,375,77,5027,106,4120,1169,139
4047,371,77,5056,105,4108,1197,144
3964,376,77,5003,107,4066,1195,141
4031,377,76,5002,104,4068,1204,141
4052,375,77,5060,104,4029,1170,140
4023,372,77,4996,107,4116,1174,140
4003,377,75,5047,107,4120,1173,143
4042,378,77,5050,106,4027,1172,141
4015,376,77,5023,106,4034,1165,141
4039,377,77,4993,105,4086,1168,143
4083,378,75,5040,106,4126,1178,141
4030,378,77,5016,105,4064,1192,140
4032,374,76,5059,103,4120,1173,140
4058,375,76,5042,106,4088,1191,142
3948,375,76,5037,106,4108,1194,142
4021,375,76,5059,105,4075,1166,141
4047,375,77,5050,106,4039,1198,143
4044,373,77,5024,106,4033,1183,142
3220,371,76,5018,103,4124,1176,144
3962,373,77,5003,104,4064,1252,139
4017,375,77,5078,105,4057,1186,143
4050,374,76,5057,107,4105,1164,143
4005,378,76,5065,107,4091,1193,142
4002,376,77,5000,107,4106,1175,143
3953,379,77,5044,107,4090,1194,140
3962,375,77,5019,107,4108,1169,141
3989,373,76,5040,108,4125,1164,143
4036,379,77,5022,106,4106,1174,140
4045,374,76,5045,106,4061,1175,141
4051,375,77,4992,105,4066,1201,141
3951,378,76,5030,107,4122,1172,141
4008,372,75,5049,107,4060,1171,141
4020,376,76,5051,107,4027,1174,141
4055,374,76,5037,105,4123,1177,143
4016,377,76,5050,106,4144,1176,141
3994,376,76,5034,108,4091,1172,142
3974,378,76,5049,104,4126,1175,140
4048,374,75,5028,108,4066,1175,141
4035,376,77,5073,107,4073,1173,142
4044,371,77,5019,105,4125,1192,140
4015,379,77,5022,106,4051,1175,145
4003,374,76,5043,105,4082,1173,140
4067,379,77,5072,104,4077,1169,139
4058,379,76,5039,108,4085,1196,141
4027,379,76,5032,108,4044,1179,141
3977,376,77,5032,105,4098,1188,145
4025,373,77,5029,107,4143,1184,141
4020,372,77,5000,105,4072,1180,141
3945,378,76,5027,107,4100,1159,140
4003,377,77,5026,108,4052,1194,143
4041,375,77,5045,105,4087,1189,143
3968,373,76,5045,106,4108,1180,140
3980,374,76,5053,108,4093,1173,141
4054,371,76,5030,107,4119,1171,140
4032,376,77,5032,107,4142,1182,136
3956,372,76,5026,105,4034,1184,137
3999,370,76,5047,107,4024,1171,135
3997,377,76,5059,105,4130,1174,135
4030,368,76,5034,107,4057,1170,136
3994,371,77,5048,104,4111,1163,136
4042,371,77,4991,106,4078,1193,134
4001,372,76,5070,105,4102,1169,137
3946,374,76,5066,106,4105,1175,136
4026,365,76,5003,105,4082,1163,134
3984,377,75,5034,106,4069,1183,138
4033,370,77,5041,105,4126,1161,133
3971,375,76,5019,104,4113,1176,132
3990,377,76,5023,104,4080,1183,134
3997,374,76,5055,108,4084,1153,135
3971,371,77,5015,104,4105,1170,135
4006,376,77,5021,108,4084,1171,136
3972,376,76,5073,105,4089,1184,136
3955,368,76,5047,107,4105,1169,134
4038,371,75,5025,109,4068,1151,137
3976,369,77,5064,107,4104,1183,135
3971,374,76,5043,106,4126,1162,136
3963,370,77,5038,105,4034,1160,137
4031,374,76,5068,102,4127,1175,137
3940,369,76,5071,108,4095,1168,135
4017,375,76,5026,107,4100,1167,133
4030,372,77,5054,108,4082,1155,136
4033,371,75,5016,106,4094,1165,133
3986,372,76,4996,107,4141,1183,137
4016,369,76,5023,107,4109,1184,134
4002,371,77,5028,106,4109,1179,131
4026,369,76,5063,108,4127,1164,134
3991,376,76,5019,106,4121,1191,137
3993,369,76,5018,104,4136,1170,135
4034,375,76,5033,106,4069,1183,136
4032,374,76,5035,106,4095,1162,135
4035,380,76,5052,105,4023,1179,133
3968,369,77,5034,107,4120,1179,134
3985,368,77,5003,103,4082,1178,135
3991,367,77,5039,103,4093,1138,134
3964,373,75,5051,105,4093,1161,136
3985,368,77,4998,104,4093,1168,132
4019,370,76,4995,106,4055,1172,134
4038,368,77,5011,106,4078,1134,132
3964,374,77,5007,106,4080,1168,136
4004,378,77,5012,109,4027,1179,135
4006,368,76,5060,106,4124,1173,135
4010,374,77,5023,105,4083,1179,137
4065,375,76,5019,105,4082,1194,136
4023,373,76,5054,104,4088,1167,133
3932,369,76,5035,105,4054,1153,136
4025,371,76,4999,106,4062,1156,137
3979,374,77,5006,106,4063,1183,134
3960,372,76,4995,106,4117,1160,136
3963,355,77,4992,104,4122,1181,137
3985,377,76,5044,104,4090,1176,134
4030,369,76,5005,106,4027,1182,137
3968,373,75,5040,107,4073,1180,135
