C1-S1-D1,C1-S1-D2,C1-S2-D1,C1-S2-D2,C2-S1-D1,C2-S1-D2,C2-S2-D1,C2-S2-D2
3982,368,75,5029,106,4121,1155,136
4019,374,76,5052,107,4126,1178,135
4023,371,76,5058,105,4044,1184,134
3976,373,76,5023,106,4048,1165,138
4021,370,75,5024,106,4106,1181,135
3975,367,77,4992,105,4123,1177,136
4004,372,75,5051,105,4116,1175,135
3991,369,76,5039,105,4068,1169,135
3951,370,76,5058,104,4109,1159,132
4027,367,75,4995,106,4130,1167,135
4032,373,77,5044,105,4062,1151,136
3962,372,77,5034,106,4078,1168,134
4012,373,76,5019,105,4070,1160,135
3965,370,77,5022,105,4137,1181,134
4021,372,76,5024,107,4124,1169,134
3982,370,76,5070,105,4087,1173,136
4008,370,77,5008,106,4133,1186,134
4021,374,76,5025,106,4119,1184,134
4029,373,76,5005,106,4046,1190,135
4008,369,77,4994,104,4112,1156,131
3980,373,76,5026,106,4084,1180,133
3987,373,76,5023,105,4121,1185,136
3977,373,76,5047,105,4101,1156,136
3980,371,76,5072,105,4046,1181,136
3978,374,77,5014,108,4123,1173,138
4007,374,76,5001,106,4092,1155,135
3968,373,77,5034,105,4058,1142,134
3951,376,76,5066,105,4070,1181,135
3963,375,77,5069,106,4100,1190,136
3972,372,76,4993,106,4038,1181,137
3935,369,77,5010,107,4091,1194,137
4040,372,76,5023,106,4123,1156,137
3965,374,76,5044,104,4066,1159,136
4021,376,75,5023,108,4065,1163,139
4026,372,77,5008,105,4097,1186,138
4056,371,76,5013,104,4094,1188,138
4010,372,77,5039,107,4033,1164,134
4026,373,75,5034,106,4034,1158,134
4033,371,76,5070,105,4096,1181,135
3934,371,77,5055,104,4051,1156,136
4023,371,75,5022,107,4070,1185,133
4012,371,76,5023,104,4067,1174,131
3973,371,75,5040,106,4100,1203,133
4023,372,77,5017,108,4071,1163,137
4013,377,75,5060,105,4069,1183,136
3999,375,76,5066,105,4114,1160,137
3983,375,76,5071,107,4085,1169,136
3995,375,76,5049,103,4087,1149,137
3976,376,77,5030,107,4030,1171,136
4026,368,76,5026,105,4135,1162,134
3975,370,76,5026,107,4101,1172,137
3995,371,77,4997,105,4088,1157,133
3979,369,76,5043,107,4074,1161,134
4039,374,76,5002,103,4092,1170,138
3985,376,75,5017,105,4064,1200,136
3957,376,77,5016,107,4077,1180,133
3976,372,76,5057,106,4039,1173,136
3967,372,76,5040,106,4129,1182,136
4032,378,76,5053,105,4086,1191,136
4044,371,77,5033,105,4059,1164,136
4000,370,76,5025,103,4115,1165,136
4009,376,77,5041,105,4097,1186,133
4018,372,76,5059,108,4070,1184,135
4030,374,77,5028,105,4084,1185,137
4037,371,77,5031,106,4061,1177,138
3937,374,77,5063,105,4115,1177,136
4005,368,76,5001,107,4104,1188,137
4025,370,77,4998,105,4099,1162,137
4002,373,77,5026,103,4112,1163,136
3984,373,76,5048,106,4055,1175,135
3940,373,77,5028,106,4075,1165,137
4032,372,76,5025,104,4138,1187,136
3939,374,77,5053,106,4087,1162,133
4013,375,76,4998,107,4112,1169,136
3995,377,77,5033,105,4100,1189,133
3985,373,76,5013,108,4113,1177,135
3957,371,77,5026,107,4071,1164,136
4050,376,76,5050,106,4098,1186,134
4037,370,77,5063,106,4117,1195,134
4005,375,77,5038,107,4057,1147,134
4003,378,76,5044,110,4070,1176,134
3945,372,77,5043,107,4022,1184,133
4004,374,75,5042,109,4074,1172,136
4016,374,77,5038,106,4111,1145,137
3999,377,76,5031,107,4137,1181,133
3957,372,77,5039,104,4025,1158,134
4014,377,76,4998,107,4027,1164,134
3972,371,77,5045,106,4109,1158,135
4015,372,76,5037,105,4051,1171,137
3997,371,75,5030,106,4134,1182,135
3985,376,77,5006,106,4083,1150,136
4013,371,77,5031,105,4034,1171,137
3992,372,77,4993,107,4111,1157,136
4028,373,75,5054,104,4062,1181,138
3991,369,75,5029,106,4132,1182,133
3985,366,76,5053,106,4088,1137,135
3963,372,77,5021,106,4087,1147,137
3988,371,75,5047,106,4127,1174,133
3985,371,77,5001,106,4087,1160,136
4003,378,76,5040,107,4071,1170,136
4040,374,75,5031,105,4052,1159,133
4001,373,77,5038,104,4055,1178,135
3958,369,77,5040,106,4073,1157,138
4035,372,77,5058,105,4084,1175,135
4015,371,76,5065,107,4114,1192,138
4024,375,75,5028,106,4062,1159,137
4034,373,77,4992,106,4098,1168,136
4043,367,76,5057,107,4117,1150,134
3990,372,77,5050,104,4078,1207,134
3940,368,77,5056,105,4077,1174,137
4026,372,77,5032,107,4093,1168,136
3992,371,77,5061,106,4128,1177,137
3945,374,77,4994,105,4063,1167,141
4012,374,75,5073,105,4141,1149,135
4044,371,77,4989,106,4081,1172,135
3947,376,76,5047,106,4072,1156,136
3991,371,75,5026,107,4076,1178,137
4021,378,76,5023,108,4116,1182,133
4031,374,76,5002,107,4096,1160,136
4050,373,77,5060,102,4123,1148,138
3957,373,77,5019,106,4096,1161,137
4022,372,75,5014,107,4116,1181,135
4026,373,76,5038,107,4078,1157,137
4034,373,76,5063,105,4115,1177,135
4015,373,75,5027,106,4055,1167,137
4015,370,77,5042,108,4076,1165,136
3962,369,76,5016,105,4100,1169,138
4049,376,75,5032,106,4100,1173,136
3986,374,76,5011,105,4092,1191,137
4042,375,75,5051,107,4063,1153,137
4010,370,76,5054,108,4082,1168,136
4011,372,75,4994,105,4123,1175,139
3940,370,77,5025,109,4051,1188,136
4071,373,77,5003,107,4026,1156,136
4007,371,77,5047,107,4040,1184,134
3967,370,75,5054,106,4064,1174,136
3967,375,76,5043,107,4026,1155,138
4060,375,76,5031,106,4118,1161,135
4034,370,76,5052,108,4087,1169,137
4030,371,76,5046,105,4072,1169,137
4022,377,77,5023,106,4126,1162,138
4058,373,76,5039,106,4037,1153,132
4040,376,75,5066,110,4087,1152,137
4032,371,76,5037,108,4032,1174,136
4013,374,76,5055,107,4076,1154,137
4026,367,76,5040,106,4114,1143,137
3950,373,77,5024,106,4136,1153,133
4011,376,77,5018,107,4122,1177,134
3968,373,76,5026,107,4074,1170,137
4033,376,76,5028,107,4143,1148,137
3977,369,77,5033,106,4057,1177,136
4010,375,76,4996,107,4137,1174,135
4035,369,76,4992,104,4039,1153,135
3987,372,76,5019,107,4112,1150,136
4009,374,76,5032,105,4080,1175,138
3957,371,77,5042,107,4045,1163,136
4122,375,76,5055,105,4111,1173,138
4040,374,76,5060,105,4063,1174,139
4017,371,76,5022,104,4109,1162,136
4054,372,75,5035,107,4111,1173,139
4037,377,76,5041,107,4133,1179,137
4040,375,76,5003,103,4122,1155,136
4054,379,76,5022,106,4029,1170,134
4036,369,77,5000,106,4099,1170,135
3983,372,77,5052,106,4126,1182,140
3978,376,77,5059,105,4137,1173,137
3971,374,76,5003,106,4118,1180,139
4004,373,76,5012,105,4141,1177,136
4018,372,77,5050,108,4070,1190,137
3959,373,77,5033,105,4131,1180,135
3993,370,76,4992,105,4138,1183,138
4048,374,76,5034,106,4066,1189,135
4029,371,77,5041,105,4105,1187,139
4049,374,77,5033,106,4079,1163,137
3963,374,76,5005,105,4041,1169,137
4030,374,76,5064,108,4138,1180,137
3991,374,76,5026,108,4139,1169,137
4022,372,76,5028,103,4124,1174,139
4047,370,76,4990,105,4024,1163,137
3984,376,75,4992,106,4093,1192,138
4014,373,76,5038,106,4133,1158,138
3976,377,76,5033,109,4100,1170,135
4039,373,75,5067,105,4067,1166,136
4017,377,76,5060,106,4111,1162,138
3987,377,77,5073,105,4028,1186,137
3999,374,77,5047,106,4071,1164,137
4015,374,76,5008,107,4113,1174,136
3990,373,76,5035,106,4079,1168,137
3951,371,77,5043,106,4095,1159,136
3993,375,77,4993,104,4123,1185,139
4043,371,76,5075,107,4118,1174,138
4048,376,77,5024,106,4114,1187,138
4056,376,77,5074,109,4100,1190,137
4054,375,77,5061,106,4064,1177,138
4017,378,75,5059,106,4131,1158,136
4059,376,76,5027,107,4107,1170,136
4037,374,77,4996,106,4145,1186,139
4048,377,77,5052,105,4030,1175,140
4056,376,76,5002,105,4084,1170,137
3979,372,77,5070,104,4057,1165,140
4007,377,77,5072,107,4040,1171,137
4048,378,76,5021,104,4102,1173,139
4058,374,76,5024,107,4118,1187,135
3992,375,76,5051,108,4113,1165,138
3977,375,76,5035,107,4090,1177,136
3963,377,76,5033,108,4132,1177,136
4007,376,77,5074,105,4069,1181,139
4023,374,76,5038,107,4034,1160,137
4037,372,77,5020,105,4116,1191,137
4021,375,76,5060,105,4059,1178,139
4041,379,76,5035,105,4087,1172,140
4046,373,76,5030,105,4079,1185,133
4026,371,76,5068,105,4110,1175,139
4026,374,76,5059,104,4034,1181,137
4016,374,77,5041,104,4107,1169,136
4005,374,76,5065,108,4062,1175,140
4044,371,77,5058,105,4060,1157,136
4046,376,76,5033,106,4061,1182,138
4066,378,77,5019,106,4120,1187,139
3978,376,77,5014,104,4105,1174,136
4031,378,76,5039,103,4144,1169,141
4002,378,77,5058,107,4125,1174,139
4052,379,77,5064,106,4121,1152,136
4021,378,77,5010,103,4137,1142,139
4033,377,76,5059,106,4036,1152,137
4007,371,77,5000,106,4068,1156,139
4031,373,76,5028,105,4125,1159,138
3966,372,77,5043,106,4065,1156,137
3997,377,76,5035,106,4075,1141,138
4037,371,76,5054,107,4123,1167,135
4045,372,75,5062,106,4152,1165,138
3964,377,75,5076,107,4076,1162,138
4045,380,76,5039,107,4138,1158,139
4021,377,77,5034,107,4132,1137,137
4045,375,76,5072,106,4134,1170,139
3986,373,77,5037,106,4105,1146,138
4058,378,76,5061,105,4093,1160,136
4057,375,77,5015,105,4085,1172,137
4005,372,76,4996,109,4069,1167,138
3982,373,77,5028,105,4125,1156,140
3970,376,77,5029,106,4144,1156,139
3959,373,76,4996,107,4055,1153,137
4035,376,76,5005,105,4118,1160,141
3995,376,77,4999,107,4075,1158,137
3983,374,77,5032,104,4104,1138,137
4036,373,76,5055,105,4080,1155,138
4053,374,77,5018,108,4087,1161,139
4005,375,77,5047,105,4091,1160,139
4023,373,76,5032,106,4128,1150,136
4041,379,77,5016,108,4129,1132,138
4044,372,76,5022,106,4066,1169,139
4042,375,77,5035,103,4146,1144,135
4014,377,76,5025,107,4079,1164,137
3957,378,77,5004,105,4075,1162,138
4018,380,76,5041,106,4048,1163,138
4035,377,76,5048,106,4063,1155,138
4061,374,77,5026,104,4090,1164,138
4032,375,77,5038,108,4075,1159,140
4058,376,76,5054,107,4092,1142,136
4057,376,77,5055,105,4132,1158,137
3992,372,75,5042,107,4087,1136,136
3987,376,76,5039,106,4062,1158,138
4029,371,76,5068,107,4115,1138,137
4015,374,76,5057,107,4081,1159,141
4005,374,75,5062,107,4148,1152,136
3986,377,75,5061,106,4072,1150,138
4051,376,75,5066,108,4039,1148,136
4049,377,76,5028,108,4136,1147,139
3990,375,75,5021,105,4142,1153,138
3991,378,76,4996,107,4123,1144,138
3986,377,76,5047,104,4147,1140,139
3998,379,75,5047,106,4131,1159,139
3961,374,77,5041,108,4118,1149,138
4021,374,76,5034,107,4107,1139,136
4043,377,76,4994,105,4124,1158,138
3982,372,77,4999,106,4138,1142,140
4064,372,75,5026,106,4121,1142,137
4006,369,77,5033,104,4043,1148,138
4023,373,75,5050,108,4146,1162,136
4016,376,76,4995,107,4127,1135,137
3994,372,76,5052,106,4099,1154,142
3990,373,76,5045,106,4042,1154,134
4098,372,75,5067,107,4092,1134,140
4027,379,77,5010,109,4118,1138,135
4068,375,76,5030,108,4032,1146,135
4035,372,76,4992,106,4104,1145,137
4030,372,76,5051,109,4065,1132,136
4026,372,77,5001,106,4090,1131,135
4049,375,76,4996,105,4103,1125,137
3979,371,75,5066,108,4148,1143,137
4036,374,76,5042,105,4131,1127,134
4000,377,75,5009,107,4071,1140,136
4059,373,76,5035,106,4126,1142,138
3994,374,76,5042,106,4118,1134,138
4067,373,76,5036,106,4034,1125,141
3987,377,76,5020,105,4141,1132,140
4067,370,77,5030,107,4132,1135,138
4068,377,77,5060,107,4138,1137,137
4065,375,76,5038,106,4074,1129,139
4028,377,77,5015,106,4147,1127,135
3998,373,76,5013,107,4051,1141,137
3999,376,77,5061,106,4135,1134,136
3999,369,76,5033,107,4069,1123,137
4052,373,76,5032,106,4032,1124,135
4017,373,75,5026,107,4112,1135,139
4031,373,77,5052,106,4094,1124,138
3993,376,77,5045,107,4097,1145,140
4010,374,77,5037,106,4125,1133,134
3995,370,76,4997,105,4148,1122,136
4019,378,76,5044,108,4116,1112,138
4009,374,77,5059,109,4100,1148,137
4015,372,77,5030,108,4037,1121,137
4037,376,76,5004,105,4070,1127,135
3995,376,77,4995,108,4122,1092,135
4033,376,77,5021,107,4074,1136,139
4047,377,77,5054,108,4120,1148,139
4039,375,76,5044,106,4106,1128,138
4004,376,76,5041,109,4144,1106,135
4036,374,77,5060,105,4138,1158,138
4054,374,76,5039,107,4130,1111,137
3989,379,76,5067,106,4067,1120,139
4058,375,76,4996,108,4126,1131,135
3988,377,77,5049,108,4117,1133,134
4063,374,76,5038,106,4046,1120,139
4057,377,75,5071,106,4088,1146,137
3999,371,76,5048,109,4077,1124,135
4029,374,76,5011,107,4076,1122,139
4058,378,76,4996,106,4106,1122,139
3961,378,77,5044,108,4118,1113,137
3998,376,77,4996,105,4085,1136,138
4027,371,76,5025,107,4145,1129,140
4033,374,76,5069,106,4077,1115,137
3959,372,75,4997,108,4127,1126,140
4054,368,77,5053,109,4080,1137,138
3997,374,77,5060,107,4098,1109,139
4039,374,76,5057,105,4129,1119,138
3957,375,77,4991,106,4104,1139,137
3966,376,77,5063,108,4128,1137,137
4018,375,76,5001,108,4068,1137,138
4052,374,75,5002,107,4072,1124,137
4060,376,77,5046,107,4073,1119,136
3982,368,75,4997,105,4093,1130,137
4042,376,77,5038,106,4148,1128,137
4017,373,76,5003,107,4049,1115,138
3982,377,77,5043,108,4126,1133,137
4050,371,77,5008,105,4123,1119,139
3996,375,76,4999,107,4158,1146,140
4029,374,76,5074,107,4112,1132,138
4035,375,76,5031,108,4086,1123,137
3990,373,75,5028,106,4131,1106,138
3993,376,76,4995,106,4110,1123,137
4036,375,76,5041,108,4154,1109,137
4024,379,75,4995,105,4097,1127,137
4055,369,75,5071,108,4122,1119,137
4015,371,76,5040,107,4045,1120,134
4059,374,76,5039,108,4042,1094,136
4009,372,75,5004,107,4114,1107,139
4038,375,76,5025,108,4072,1127,138
4008,376,76,5068,106,4134,896,138
4055,376,77,5047,108,4134,1128,137
4055,370,76,4999,109,4085,1122,137
4041,376,75,5054,107,4127,1129,138
4064,370,75,4999,105,4139,1119,136
3993,375,76,5035,106,4046,1124,140
4059,370,75,5029,108,4070,1109,138
3981,371,75,5043,108,4052,1117,137
4053,375,76,5015,106,4129,1124,136
3968,371,77,5053,105,4128,1085,136
3964,374,76,5056,107,4122,1129,133
4021,373,76,5071,107,4110,1115,139
3989,368,77,5025,106,4075,1104,139
4028,372,76,5038,109,4074,1093,134
3966,372,77,5011,106,4045,1132,136
4014,377,76,4998,108,4150,1135,133
4064,370,77,5043,107,4088,1112,134
3986,374,76,5023,108,4063,1104,136
4029,376,75,5053,109,4123,1128,136
4012,371,77,5075,105,4066,1109,137
4013,377,76,5027,108,4048,1116,137
4033,376,76,5029,105,4102,1109,138
3969,371,76,5060,109,4043,1131,134
4035,372,77,5029,109,4141,1134,136
3961,377,75,5035,105,4073,1121,135
4036,373,77,5041,107,4089,1118,135
4032,371,76,5068,109,4051,1112,135
4068,377,76,5032,108,4136,1119,137
4053,374,76,5031,108,4112,1125,136
4021,374,76,5046,108,4065,1117,137
4034,369,76,5061,108,4101,1120,133
4062,370,75,5034,105,4126,1111,136
4035,376,76,5014,107,4133,1116,134
4025,379,76,5053,108,4113,1122,137
4011,374,77,5043,107,4145,1128,136
3997,371,76,5045,105,4074,1111,139
4026,378,76,5008,109,4076,1116,135
3988,376,76,5043,107,4104,1122,137
3994,372,75,5033,107,4129,1133,136
4051,376,77,5056,107,4117,1113,137
4042,375,75,5043,106,4038,1117,138
4050,370,77,5034,109,4061,1106,137
3969,372,76,5057,106,4090,1131,137
3996,372,75,5023,105,4139,1126,134
4034,376,76,5075,107,4098,1117,136
4026,370,77,5074,107,4076,1115,136
4048,344,76,5005,107,4126,1100,136
4026,372,77,5013,108,4117,1111,136
3981,373,75,5061,106,4147,1128,137
4064,371,77,5028,107,4087,1134,136
4046,371,77,5041,106,4083,1115,135
4054,372,76,5025,108,4095,1127,134
4058,372,76,5033,107,4086,1110,134
3966,376,77,5034,107,4120,1129,135
3973,376,77,5029,107,4129,1116,137
4045,376,76,5057,106,4134,1110,136
3985,373,76,5066,108,4118,1116,137
3952,377,76,5042,105,4087,1115,136
4021,378,77,5054,108,4079,1124,136
3985,376,76,5039,107,4132,1131,135
4050,373,77,5052,108,4087,1117,135
4027,373,76,5052,104,4128,1126,135
4055,379,76,5077,107,4134,1128,135
4018,376,75,5051,107,4121,1127,138
3986,370,76,5030,107,4036,1132,139
4048,373,76,5069,110,4132,1123,136
4071,373,76,5061,109,4100,1133,138
4057,376,76,5057,108,4090,1137,137
3996,375,77,5010,109,4087,1109,136
3985,375,76,5060,109,4131,1110,137
3996,371,76,5033,108,4055,1139,136
4043,369,76,5028,109,4096,1112,137
3991,373,77,5004,107,4134,1132,136
4035,375,76,5029,107,4073,1107,135
4045,379,76,5040,108,4143,1129,136
4041,370,75,5052,107,4077,1134,136
4044,374,76,5060,108,4081,1127,134
4065,374,75,5040,107,4078,1120,135
4035,373,77,5002,108,4078,1126,137
4045,374,75,5023,105,4037,1128,138
4055,379,77,5049,106,4075,1127,136
4019,374,76,4996,107,4120,1111,138
4002,377,76,5023,108,4115,1148,138
4013,376,76,5060,108,4128,1114,136
4048,375,77,5025,109,4098,1129,134
3990,372,76,5030,106,4042,1107,137
3990,374,77,4997,105,4109,1124,136
3981,379,76,5045,104,4055,1138,137
3969,377,77,5024,109,4120,1123,135
4033,372,75,5045,108,4120,1123,137
4062,377,76,5036,106,4140,1131,137
3982,374,75,5041,104,4059,1115,136
4052,373,76,5079,104,4035,1147,136
4062,374,77,4994,108,4104,1118,136
4037,373,76,5013,102,4091,1113,134
3986,373,77,5066,105,4125,1136,134
4020,371,75,5067,107,4147,1130,138
3977,373,75,5060,105,4075,1110,138
3993,375,76,4995,108,4039,1130,136
4025,378,76,5027,105,4118,1142,137
4052,378,76,5072,107,4078,1137,137
4047,371,76,5024,107,4085,1165,134
3988,377,76,5028,105,4103,1122,138
4038,372,77,5063,106,4049,1116,135
3995,372,75,5065,107,4073,1143,135
4024,371,76,5063,108,4102,1169,138
4032,376,76,5073,106,4148,1142,138
3987,378,76,5073,103,4146,1131,138
3979,378,77,5013,106,4146,1124,138
4043,369,76,5040,106,4110,1142,138
4056,373,76,5051,107,4046,1143,137
4026,377,76,5025,109,4113,1121,135
3953,372,75,5012,104,4141,1135,136
3983,379,77,5023,105,4099,1141,137
4004,372,77,4993,106,4116,1140,135
4055,371,76,5006,105,4145,1123,138
4020,380,76,5010,106,4044,1235,137
4018,373,75,5044,107,4111,1122,137
3974,378,76,5024,105,4049,1142,137
4020,377,76,5026,107,4128,1122,137
3959,377,75,5055,105,4091,1134,136
3983,373,76,5017,108,4075,1142,139
4050,374,76,5037,108,4140,1141,138
4001,373,75,5004,108,4154,1115,134
4055,378,76,5001,106,4152,1117,137
3982,373,77,4999,106,4152,1149,138
4048,373,77,5036,108,4083,1118,139
4026,380,77,5015,106,4121,1144,137
3999,372,76,5054,107,4110,1124,138
4062,374,76,5065,106,4132,1146,137
4038,377,75,5039,108,4050,1128,138
3961,374,76,5022,108,4080,1117,135
4022,377,75,4998,104,4100,1140,135
3982,375,76,5059,106,4139,1123,133
4055,378,76,5057,106,4052,1140,137
3995,373,77,5048,106,4119,1148,139
3994,376,76,5039,108,4075,1135,139
3809,376,75,5035,106,4109,1122,136
4010,376,76,5046,108,4107,1120,138
4063,378,75,5052,107,4066,1131,136
4003,378,76,5055,108,4123,1138,133
3994,373,75,5038,106,4029,1150,140
3990,378,76,5049,107,4073,1136,135
4004,372,76,5035,107,4099,1130,135
4029,374,75,5024,109,4146,1149,137
4059,375,75,5032,106,4103,1158,138
4050,372,76,4998,106,4126,1128,137
4045,373,76,4996,106,4041,1124,134
4065,375,76,4998,106,4142,1147,133
4024,373,75,5030,106,4121,1150,136
4020,376,76,5061,104,4105,1132,139
4039,377,76,5058,106,4129,1126,136
3960,375,77,5056,105,4079,1142,135
4012,377,77,5008,108,4089,1166,135
4052,375,77,5006,106,4076,1112,138
3993,373,75,5063,104,4124,1135,135
4067,379,76,5048,107,4130,1122,136
4036,374,76,5037,106,4056,1130,137
3986,372,76,5030,109,4101,1154,141
4024,375,76,5043,107,4047,1142,138
4004,373,76,5066,105,4044,1138,136
4048,377,75,5028,109,4036,1128,137
3965,373,77,5061,107,4033,1165,136
4054,375,76,5026,107,4044,1135,135
4000,377,76,5052,106,4143,1146,138
4024,378,76,5045,105,4089,1133,139
4070,376,76,5066,106,4103,1153,139
4015,377,76,5024,106,4114,1141,138
4014,375,75,5043,105,4100,1154,140
3981,372,76,5031,103,4060,1144,133
4014,378,76,5006,106,4072,1135,137
4049,374,76,5077,106,4071,1148,138
4017,372,76,5032,105,4127,1168,137
4010,375,76,5047,108,4076,1140,137
3968,372,76,5028,107,4136,1130,136
4075,375,76,5011,106,4070,1126,137
4014,372,76,5047,107,4081,1157,138
4070,376,77,5066,107,4127,1142,138
4002,372,76,5051,111,4041,1135,137
4065,378,76,5045,108,4105,1157,138
4013,374,77,5019,107,4126,1135,136
4031,377,75,5063,104,4084,1149,140
3897,375,75,5071,106,4086,1148,135
4035,375,77,5044,107,4072,1148,137
3979,376,76,5059,105,4112,1154,137
3964,377,75,5028,107,4078,1125,137
3987,376,77,5074,107,4108,1140,136
3997,378,76,5025,108,4052,1121,136
4009,379,76,5028,107,4141,1135,138
3981,379,77,5012,107,4147,1153,138
4046,380,76,5078,110,4043,1149,140
4059,376,76,5012,106,4116,1143,137
4053,377,76,5024,105,4090,1146,140
4023,376,77,5035,106,4114,1151,135
4061,375,77,5038,107,4153,1122,135
4002,374,76,5049,108,4095,1128,136
4030,377,77,5066,107,4089,1138,137
3987,377,76,5061,107,4159,1131,137
4000,376,76,5071,104,4096,1150,141
3980,373,76,5062,108,4145,1141,135
3964,375,75,5035,107,4103,1148,138
3967,377,75,5053,107,4144,1142,140
3984,375,76,5024,107,4103,1128,136
4027,373,77,5042,106,4103,1136,140
4035,380,76,5045,106,4052,1152,135
4046,377,76,5062,107,4096,1138,137
4018,378,77,5041,108,4086,1141,134
4055,377,76,5028,109,4161,1152,139
4055,378,75,5063,104,4135,1128,135
3966,373,75,5047,109,4153,1152,136
4019,378,76,5008,105,4105,1137,137
3994,372,76,5063,106,4138,1157,139
4077,377,77,5004,104,4092,1136,137
4057,377,76,5069,106,4125,1139,134
4036,375,76,5038,108,4156,1128,138
4058,377,76,5028,107,4130,1157,138
4042,381,76,5003,105,4063,1133,139
4035,372,75,5028,105,4091,1151,136
3996,375,75,5032,106,4139,1158,140
4061,373,76,5031,107,4080,1155,135
3981,378,77,5045,107,4056,1152,141
4008,381,76,5014,109,4052,1146,136
4051,379,75,5070,105,4154,1129,139
3985,374,75,5072,104,4098,1138,140
4033,379,77,4999,105,4055,1129,139
3992,376,77,5063,107,4140,1114,137
4022,372,76,4994,107,4073,1136,139
4000,380,76,5051,107,4093,1121,137
4045,376,76,5058,106,4132,1115,136
4039,378,77,5065,106,4131,1117,137
4021,377,76,4996,106,4157,1135,137
4009,378,76,5025,107,4062,1119,142
4037,377,75,5038,107,4167,1128,140
4023,375,76,4998,108,4114,1109,139
4039,375,75,5027,106,4046,1127,139
3995,381,75,5018,106,4082,1134,138
4030,376,77,5077,109,4095,1125,137
4024,373,75,4994,107,4142,1116,138
3990,375,76,5032,106,4052,1119,139
3974,380,77,5011,106,4087,1118,137
4041,377,76,5057,106,4060,1119,138
3991,377,75,5028,107,4133,1112,137
3991,374,75,5053,107,4133,1126,136
4053,373,76,5059,110,4148,1117,135
4070,385,76,5041,107,4135,1106,138
4016,376,75,5051,108,4127,1141,142
4054,373,75,5032,107,4150,1121,137
4031,375,75,5050,107,4146,1115,138
4044,377,76,5034,105,4124,1122,134
3972,374,76,5028,110,4135,1125,137
3985,380,75,5064,108,4096,1120,137
3984,374,75,5034,107,4150,1138,140
4021,381,75,5040,105,4135,1126,135
3995,378,76,5030,107,4100,1129,136
4051,381,75,5041,108,4123,1130,139
4037,377,76,5054,107,4164,1160,138
3962,378,75,5049,107,4111,1122,139
4039,376,76,5007,106,4079,1131,138
4028,381,76,5012,105,4141,1118,138
3970,379,76,5023,108,4099,1130,136
4061,375,77,5046,105,4074,1111,135
3991,374,76,4991,107,4100,1140,138
4041,376,76,5003,104,4104,1133,137
4029,375,77,5000,104,4101,1118,138
3968,378,77,5039,108,4143,1136,137
3993,376,76,5038,106,4161,1131,138
4020,373,75,5045,107,4107,1136,140
4039,376,76,5032,105,4042,1131,137
3982,378,75,5031,107,4134,1121,136
4064,375,75,5054,106,4147,1122,135
4019,373,75,5030,109,4136,1121,139
4060,378,76,5027,109,4080,1141,137
4023,372,76,5049,108,3862,990,137
3974,347,75,5056,104,4109,1113,137
4003,373,75,5045,106,4131,1140,137
4003,374,77,5002,105,4138,1125,138
4038,381,76,5057,108,4106,1154,134
4052,379,75,5075,107,4090,1137,136
4061,374,75,5048,108,4060,1120,138
4028,373,77,5056,106,4101,1128,138
3976,375,75,5007,107,4133,1133,141
4049,377,76,5024,105,4158,1122,135
3992,377,76,5058,106,4124,1130,136
4045,377,77,5055,105,4082,1138,137
4002,378,75,5068,107,4121,1127,140
3971,378,77,5083,107,4095,1106,138
3999,379,75,5016,108,4143,1104,136
4030,380,76,5060,107,4072,1116,135
4031,381,76,5059,108,4160,1117,137
4049,376,76,5044,110,4152,1120,138
4048,377,76,5048,108,4117,1123,139
4033,377,76,5023,107,4160,1105,139
3994,375,76,5049,107,4155,1138,138
4042,378,76,5078,107,4039,1121,138
3994,376,76,5049,108,4146,1137,139
4028,375,77,5052,105,4146,1105,135
4024,375,76,5048,106,4137,1134,139
3989,380,76,5027,105,4122,1127,137
4048,377,75,5047,109,4041,1123,138
4017,377,76,5070,107,4122,1121,139
4063,377,76,5055,107,4130,1131,136
4020,375,76,5054,109,4104,1134,136
3994,381,76,5036,105,4059,1131,138
4019,375,76,5054,109,4141,1113,140
3994,379,75,5028,107,4077,1110,138
4026,374,76,5041,106,4159,1123,139
4009,379,76,5065,107,4047,1120,135
3968,376,75,5023,108,4104,1109,139
4056,381,75,5026,107,4130,1114,138
4053,378,77,5059,106,4134,1122,137
4005,380,76,5014,105,4129,1127,138
4039,381,76,5043,107,4089,1117,139
3984,378,75,5075,108,4115,1127,139
3989,379,76,5052,108,4056,1103,137
4037,379,75,5031,107,4143,1105,135
3997,374,75,5075,110,4126,1125,138
3975,379,76,5044,107,4051,1125,137
4025,381,76,5045,108,4123,1118,137
4008,379,75,5062,107,4160,1123,140
4010,380,75,5053,104,4151,1112,137
3975,382,76,5049,107,4051,1118,137
3975,378,77,5063,109,4052,1135,138
4054,383,75,5062,106,4163,1110,139
4060,376,76,5039,108,4138,1134,139
4037,380,75,5027,105,4142,1116,136
3986,376,76,5060,106,4158,1124,137
4059,376,76,5043,106,4129,1134,138
4042,380,75,5028,103,4158,1126,136
4045,375,75,5045,105,4101,1122,140
4046,376,75,5072,108,4127,1106,138
4068,380,76,5011,107,4112,1108,135
4036,380,76,5023,105,4114,1114,139
4014,382,76,5039,107,4046,1109,137
4025,379,76,5005,108,4082,1123,139
4005,376,75,5035,107,4082,1127,137
3999,377,76,5027,108,4109,1120,137
4068,377,76,5034,106,4123,1130,140
4061,379,76,5008,107,4092,1146,140
